match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
71st match,Chargers,RCB,May 20,2012,Chargers,9 runs,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-royal-challengers-bangalore-71st-match-548376/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
68th match,Chargers,Royals,May 18,2012,Chargers,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-rajasthan-royals-68th-match-548373/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
61st match,Chargers,Kings XI,May 13,2012,Kings XI,4 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-deccan-chargers-61st-match-548366/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
55th match,Chargers,Daredevils,May 10,2012,Daredevils,9 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-delhi-daredevils-55th-match-548329/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
53rd match,Chargers,Kings XI,May 08,2012,Kings XI,25 runs,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-kings-xi-punjab-53rd-match-548359/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
50th match,Chargers,RCB,May 06,2012,RCB,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-deccan-chargers-50th-match-548356/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
46th match,Chargers,Super Kings,May 04,2012,Super Kings,10 runs,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-deccan-chargers-46th-match-548352/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
42nd match,Chargers,Warriors,May 01,2012,Chargers,13 runs,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-pune-warriors-42nd-match-548348/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png"
40th match,Chargers,Mumbai,April 29,2012,Mumbai,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-deccan-chargers-40th-match-548346/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
35th match,Chargers,Warriors,April 26,2012,Chargers,18 runs,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/pune-warriors-vs-deccan-chargers-35th-match-548341/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png"
32nd match,Chargers,KKR,April 24,2012,Match abandoned without a ball bowled,,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-deccan-chargers-32nd-match-548338/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
29th match,Chargers,KKR,April 22,2012,KKR,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-kolkata-knight-riders-29th-match-548335/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
23rd match,Chargers,Daredevils,April 19,2012,Daredevils,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
20th match,Chargers,Royals,April 17,2012,Royals,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-deccan-chargers-20th-match-548326/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
9th match,Chargers,Mumbai,April 09,2012,Mumbai,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-mumbai-indians-9th-match-548314/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
6th match,Chargers,Super Kings,April 07,2012,Super Kings,74 runs,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/deccan-chargers-vs-chennai-super-kings-6th-match-548311/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
