match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
55th match,Kings XI,Supergiant,May 14,2017,Supergiant,9 wickets,https://www.espncricinfo.com/series/ipl-2017-1078425/rising-pune-supergiant-vs-kings-xi-punjab-55th-match-1082645/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/333800/333885.png"
51st match,Kings XI,Mumbai,May 11,2017,Kings XI,7 runs,https://www.espncricinfo.com/series/ipl-2017-1078425/mumbai-indians-vs-kings-xi-punjab-51st-match-1082641/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
49th match,Kings XI,KKR,May 09,2017,Kings XI,14 runs,https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-kolkata-knight-riders-49th-match-1082639/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
47th match,Kings XI,Guj Lions,May 07,2017,Guj Lions,6 wickets,https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-gujarat-lions-47th-match-1082637/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313500/313525.logo.png"
43rd match,Kings XI,RCB,May 05,2017,Kings XI,19 runs,https://www.espncricinfo.com/series/ipl-2017-1078425/royal-challengers-bangalore-vs-kings-xi-punjab-43rd-match-1082633/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
36th match,Kings XI,Daredevils,April 30,2017,Kings XI,10 wickets,https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-delhi-daredevils-36th-match-1082626/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
33rd match,Kings XI,Sunrisers,April 28,2017,Sunrisers,26 runs,https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-sunrisers-hyderabad-33rd-match-1082623/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
26th match,Kings XI,Guj Lions,April 23,2017,Kings XI,26 runs,https://www.espncricinfo.com/series/ipl-2017-1078425/gujarat-lions-vs-kings-xi-punjab-26th-match-1082616/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313500/313525.logo.png"
22nd match,Kings XI,Mumbai,April 20,2017,Mumbai,8 wickets,https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-mumbai-indians-22nd-match-1082612/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
19th match,Kings XI,Sunrisers,April 17,2017,Sunrisers,5 runs,https://www.espncricinfo.com/series/ipl-2017-1078425/sunrisers-hyderabad-vs-kings-xi-punjab-19th-match-1082609/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
15th match,Kings XI,Daredevils,April 15,2017,Daredevils,51 runs,https://www.espncricinfo.com/series/ipl-2017-1078425/delhi-daredevils-vs-kings-xi-punjab-15th-match-1082605/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
11th match,Kings XI,KKR,April 13,2017,KKR,8 wickets,https://www.espncricinfo.com/series/ipl-2017-1078425/kolkata-knight-riders-vs-kings-xi-punjab-11th-match-1082601/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
8th match,Kings XI,RCB,April 10,2017,Kings XI,8 wickets,https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-royal-challengers-bangalore-8th-match-1082598/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
4th match,Kings XI,Supergiant,April 08,2017,Kings XI,6 wickets,https://www.espncricinfo.com/series/ipl-2017-1078425/kings-xi-punjab-vs-rising-pune-supergiant-4th-match-1082594/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/333800/333885.png"
