match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
54th match,Mumbai,Guj Lions,May 21,2016,Guj Lions,6 wickets,https://www.espncricinfo.com/series/ipl-2016-968923/gujarat-lions-vs-mumbai-indians-54th-match-981007/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313500/313525.logo.png"
47th match,Mumbai,Daredevils,May 15,2016,Mumbai,80 runs,https://www.espncricinfo.com/series/ipl-2016-968923/mumbai-indians-vs-delhi-daredevils-47th-match-980993/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
43rd match,Mumbai,Kings XI,May 13,2016,Kings XI,7 wickets,https://www.espncricinfo.com/series/ipl-2016-968923/mumbai-indians-vs-kings-xi-punjab-43rd-match-980985/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
41st match,Mumbai,RCB,May 11,2016,Mumbai,6 wickets,https://www.espncricinfo.com/series/ipl-2016-968923/royal-challengers-bangalore-vs-mumbai-indians-41st-match-980981/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
37th match,Mumbai,Sunrisers,May 08,2016,Sunrisers,85 runs,https://www.espncricinfo.com/series/ipl-2016-968923/mumbai-indians-vs-sunrisers-hyderabad-37th-match-980973/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
29th match,Mumbai,Supergiants,May 01,2016,Mumbai,8 wickets,https://www.espncricinfo.com/series/ipl-2016-968923/rising-pune-supergiants-vs-mumbai-indians-29th-match-980957/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/333800/333885.png"
24th match,Mumbai,KKR,April 28,2016,Mumbai,6 wickets,https://www.espncricinfo.com/series/ipl-2016-968923/mumbai-indians-vs-kolkata-knight-riders-24th-match-980947/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
21st match,Mumbai,Kings XI,April 25,2016,Mumbai,25 runs,https://www.espncricinfo.com/series/ipl-2016-968923/kings-xi-punjab-vs-mumbai-indians-21st-match-980941/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
17th match,Mumbai,Daredevils,April 23,2016,Daredevils,10 runs,https://www.espncricinfo.com/series/ipl-2016-968923/delhi-daredevils-vs-mumbai-indians-17th-match-980933/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
14th match,Mumbai,RCB,April 20,2016,Mumbai,6 wickets,https://www.espncricinfo.com/series/ipl-2016-968923/mumbai-indians-vs-royal-challengers-bangalore-14th-match-980927/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
