match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
71st match,Warriors,Daredevils,May 19,2013,Warriors,38 runs,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/pune-warriors-vs-delhi-daredevils-71st-match-598067/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
65th match,Warriors,KKR,May 15,2013,Warriors,7 runs,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/kolkata-knight-riders-vs-pune-warriors-65th-match-598061/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
58th match,Warriors,Mumbai,May 11,2013,Mumbai,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/pune-warriors-vs-mumbai-indians-58th-match-598055/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
56th match,Warriors,KKR,May 09,2013,KKR,46 runs,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/pune-warriors-vs-kolkata-knight-riders-56th-match-598053/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
50th match,Warriors,Royals,May 05,2013,Royals,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/rajasthan-royals-vs-pune-warriors-50th-match-598047/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
46th match,Warriors,RCB,May 02,2013,RCB,17 runs,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/pune-warriors-vs-royal-challengers-bangalore-46th-match-598042/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
42nd match,Warriors,Super Kings,April 30,2013,Super Kings,37 runs,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/pune-warriors-vs-chennai-super-kings-42nd-match-598038/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
39th match,Warriors,Daredevils,April 28,2013,Daredevils,15 runs,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/delhi-daredevils-vs-pune-warriors-39th-match-598035/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
31st match,Warriors,RCB,April 23,2013,RCB,130 runs,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/royal-challengers-bangalore-vs-pune-warriors-31st-match-598027/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
29th match,Warriors,Kings XI,April 21,2013,Kings XI,7 wickets,https://www.espncricinfo.com/series/indian-premier-league-2013-586733/kings-xi-punjab-vs-pune-warriors-29th-match-598025/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
