match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
Final,Super Kings,Sunrisers,May 27,2018,Super Kings,8 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-sunrisers-hyderabad-final-1136620/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
Qualifier 1,Super Kings,Sunrisers,May 22,2018,Super Kings,2 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-sunrisers-hyderabad-qualifier-1-1136617/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
56th match,Super Kings,Kings XI,May 20,2018,Super Kings,5 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-kings-xi-punjab-56th-match-1136616/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
52nd match,Super Kings,Daredevils,May 18,2018,Daredevils,34 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/delhi-daredevils-vs-chennai-super-kings-52nd-match-1136612/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
46th match,Super Kings,Sunrisers,May 13,2018,Super Kings,8 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-sunrisers-hyderabad-46th-match-1136606/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
43rd match,Super Kings,Royals,May 11,2018,Royals,4 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/rajasthan-royals-vs-chennai-super-kings-43rd-match-1136603/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
35th match,Super Kings,RCB,May 05,2018,Super Kings,6 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-royal-challengers-bangalore-35th-match-1136595/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
33rd match,Super Kings,KKR,May 03,2018,KKR,6 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/kolkata-knight-riders-vs-chennai-super-kings-33rd-match-1136593/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
30th match,Super Kings,Daredevils,April 30,2018,Super Kings,13 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-delhi-daredevils-30th-match-1136590/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
27th match,Super Kings,Mumbai,April 28,2018,Mumbai,8 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-mumbai-indians-27th-match-1136587/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
24th match,Super Kings,RCB,April 25,2018,Super Kings,5 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/royal-challengers-bangalore-vs-chennai-super-kings-24th-match-1136584/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
20th match,Super Kings,Sunrisers,April 22,2018,Super Kings,4 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/sunrisers-hyderabad-vs-chennai-super-kings-20th-match-1136580/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
17th match,Super Kings,Royals,April 20,2018,Super Kings,64 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-rajasthan-royals-17th-match-1136577/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
12th match,Super Kings,Kings XI,April 15,2018,Kings XI,4 runs,https://www.espncricinfo.com/series/ipl-2018-1131611/kings-xi-punjab-vs-chennai-super-kings-12th-match-1136572/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
5th match,Super Kings,KKR,April 10,2018,Super Kings,5 wickets,https://www.espncricinfo.com/series/ipl-2018-1131611/chennai-super-kings-vs-kolkata-knight-riders-5th-match-1136565/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
1st match,Super Kings,Mumbai,April 07,2018,Super Kings,1 wicket,https://www.espncricinfo.com/series/ipl-2018-1131611/mumbai-indians-vs-chennai-super-kings-1st-match-1136561/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
