match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
55th Match,Kings XI,Super Kings,May 05,2019,Kings XI,6 wickets,https://www.espncricinfo.com/series/ipl-2019-1165643/kings-xi-punjab-vs-chennai-super-kings-55th-match-1178430/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
52nd Match,Kings XI,KKR,May 03,2019,KKR,7 wickets,https://www.espncricinfo.com/series/ipl-2019-1165643/kings-xi-punjab-vs-kolkata-knight-riders-52nd-match-1178427/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
48th Match,Kings XI,Sunrisers,April 29,2019,Sunrisers,45 runs,https://www.espncricinfo.com/series/ipl-2019-1165643/sunrisers-hyderabad-vs-kings-xi-punjab-48th-match-1178423/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
42nd Match,Kings XI,RCB,April 24,2019,RCB,17 runs,https://www.espncricinfo.com/series/ipl-2019-1165643/royal-challengers-bangalore-vs-kings-xi-punjab-42nd-match-1178417/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
37th Match,Kings XI,Capitals,April 20,2019,Capitals,5 wickets,https://www.espncricinfo.com/series/ipl-2019-1165643/delhi-capitals-vs-kings-xi-punjab-37th-match-1178412/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
32nd Match,Kings XI,Royals,April 16,2019,Kings XI,12 runs,https://www.espncricinfo.com/series/ipl-2019-1165643/kings-xi-punjab-vs-rajasthan-royals-32nd-match-1178407/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
28th Match,Kings XI,RCB,April 13,2019,RCB,8 wickets,https://www.espncricinfo.com/series/ipl-2019-1165643/kings-xi-punjab-vs-royal-challengers-bangalore-28th-match-1178403/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
24th Match,Kings XI,Mumbai,April 10,2019,Mumbai,3 wickets,https://www.espncricinfo.com/series/ipl-2019-1165643/mumbai-indians-vs-kings-xi-punjab-24th-match-1178399/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
22nd Match,Kings XI,Sunrisers,April 08,2019,Kings XI,6 wickets,https://www.espncricinfo.com/series/ipl-2019-1165643/kings-xi-punjab-vs-sunrisers-hyderabad-22nd-match-1178397/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
18th Match,Kings XI,Super Kings,April 06,2019,Super Kings,22 runs,https://www.espncricinfo.com/series/ipl-2019-1165643/chennai-super-kings-vs-kings-xi-punjab-18th-match-1178393/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
