match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
68th match,Warriors,Daredevils,May 21,2011,No result,,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-pune-warriors-68th-match-501265/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
65th match,Warriors,KKR,May 19,2011,KKR,7 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-kolkata-knight-riders-65th-match-501262/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
62nd match,Warriors,Chargers,May 16,2011,Chargers,6 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-deccan-chargers-62nd-match-501259/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
53rd match,Warriors,Chargers,May 10,2011,Warriors,6 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
51st match,Warriors,Kings XI,May 08,2011,Warriors,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-pune-warriors-51st-match-501248/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
44th match,Warriors,Mumbai,May 04,2011,Mumbai,21 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
38th match,Warriors,Royals,May 01,2011,Royals,6 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
35th match,Warriors,RCB,April 29,2011,RCB,26 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
31st match,Warriors,Super Kings,April 27,2011,Super Kings,8 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-chennai-super-kings-31st-match-501228/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
29th match,Warriors,Super Kings,April 25,2011,Super Kings,25 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-pune-warriors-29th-match-501226/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
