match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
Elimination Final,KKR,Mumbai,May 25,2011,Mumbai,4 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kolkata-knight-riders-elimination-final-501269/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
70th match,KKR,Mumbai,May 22,2011,Mumbai,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-mumbai-indians-70th-match-501267/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
65th match,KKR,Warriors,May 19,2011,KKR,7 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-kolkata-knight-riders-65th-match-501262/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/156200/156230.png"
58th match,KKR,RCB,May 14,2011,RCB,4 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kolkata-knight-riders-58th-match-501255/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
48th match,KKR,Super Kings,May 07,2011,KKR,10 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-chennai-super-kings-48th-match-501245/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
45th match,KKR,Kochi,May 05,2011,Kochi,17 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png",https://upload.wikimedia.org/wikipedia/en/9/96/Kochi_Tuskers_Kerala_Logo.svg
42nd match,KKR,Chargers,May 03,2011,KKR,20 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-kolkata-knight-riders-42nd-match-501239/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
37th match,KKR,Kings XI,April 30,2011,KKR,8 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
33rd match,KKR,Daredevils,April 28,2011,KKR,17 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kolkata-knight-riders-33rd-match-501230/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
24th match,KKR,RCB,April 22,2011,RCB,9 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-royal-challengers-bangalore-24th-match-501222/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
22nd match,KKR,Kochi,April 20,2011,Kochi,6 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kochi-tuskers-kerala-22nd-match-501219/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png",https://upload.wikimedia.org/wikipedia/en/9/96/Kochi_Tuskers_Kerala_Logo.svg
17th match,KKR,Royals,April 17,2011,KKR,8 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-rajasthan-royals-17th-match-501214/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
12th match,KKR,Royals,April 15,2011,KKR,9 wickets,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-kolkata-knight-riders-12th-match-501209/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
6th match,KKR,Chargers,April 11,2011,KKR,9 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-deccan-chargers-6th-match-501203/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
1st match,KKR,Super Kings,April 08,2011,Super Kings,2 runs,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-kolkata-knight-riders-1st-match-501198/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
