match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
53rd match,Royals,KKR,May 20,2009,KKR,4 wickets,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/kolkata-knight-riders-vs-rajasthan-royals-53rd-match-392233/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
50th match,Royals,Daredevils,May 17,2009,Daredevils,14 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/delhi-daredevils-vs-rajasthan-royals-50th-match-392230/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
45th match,Royals,Mumbai,May 14,2009,Royals,2 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/mumbai-indians-vs-rajasthan-royals-45th-match-392225/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
40th match,Royals,Chargers,May 11,2009,Chargers,53 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/deccan-chargers-vs-rajasthan-royals-40th-match-392220/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
37th match,Royals,Super Kings,May 09,2009,Super Kings,7 wickets,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/chennai-super-kings-vs-rajasthan-royals-37th-match-392217/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
33rd match,Royals,RCB,May 07,2009,Royals,7 wickets,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/royal-challengers-bangalore-vs-rajasthan-royals-33rd-match-392213/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
30th match,Royals,Kings XI,May 05,2009,Royals,78 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/kings-xi-punjab-vs-rajasthan-royals-30th-match-392210/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
25th match,Royals,Chargers,May 02,2009,Royals,3 wickets,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/deccan-chargers-vs-rajasthan-royals-25th-match-392205/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/321600/321684.jpg"
22nd match,Royals,Super Kings,April 30,2009,Super Kings,38 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/chennai-super-kings-vs-rajasthan-royals-22nd-match-392202/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
18th match,Royals,Daredevils,April 28,2009,Royals,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/delhi-daredevils-vs-rajasthan-royals-18th-match-392198/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
15th match,Royals,Kings XI,April 26,2009,Kings XI,27 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/kings-xi-punjab-vs-rajasthan-royals-15th-match-392195/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
10th match,Royals,KKR,April 23,2009,Match tied (Royals won the one-over eliminator),,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/kolkata-knight-riders-vs-rajasthan-royals-10th-match-392190/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
7th match,Royals,Mumbai,April 21,2009,Match abandoned without a ball bowled,,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/mumbai-indians-vs-rajasthan-royals-7th-match-392187/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png"
2nd match,Royals,RCB,April 18,2009,RCB,75 runs,https://www.espncricinfo.com/series/indian-premier-league-2009-374163/royal-challengers-bangalore-vs-rajasthan-royals-2nd-match-392182/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
