match,team,opponent_team,date,year,winning_team,won_by,scorecard,team_logo,opponent_team_logo
69th Match,Mumbai,Capitals,May 21,2022,Mumbai,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-delhi-capitals-69th-match-1304115/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313422.logo.png"
65th Match,Mumbai,Sunrisers,May 17,2022,Sunrisers,3 runs,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-sunrisers-hyderabad-65th-match-1304111/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313480.logo.png"
59th Match,Mumbai,Super Kings,May 12,2022,Mumbai,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/chennai-super-kings-vs-mumbai-indians-59th-match-1304105/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
56th Match,Mumbai,KKR,May 09,2022,KKR,52 runs,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-kolkata-knight-riders-56th-match-1304102/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
51st Match,Mumbai,Titans,May 06,2022,Mumbai,5 runs,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/gujarat-titans-vs-mumbai-indians-51st-match-1304097/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/334700/334707.png"
44th Match,Mumbai,Royals,April 30,2022,Mumbai,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/rajasthan-royals-vs-mumbai-indians-44th-match-1304090/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
37th Match,Mumbai,Super Giants,April 24,2022,Super Giants,36 runs,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/lucknow-super-giants-vs-mumbai-indians-37th-match-1304083/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/333800/333885.png"
33rd Match,Mumbai,Super Kings,April 21,2022,Super Kings,3 wickets,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-chennai-super-kings-33rd-match-1304079/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313421.logo.png"
26th Match,Mumbai,Super Giants,April 16,2022,Super Giants,18 runs,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-lucknow-super-giants-26th-match-1304072/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/333800/333885.png"
23rd Match,Mumbai,Punjab Kings,April 13,2022,Punjab Kings,12 runs,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-punjab-kings-23rd-match-1304069/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/317000/317003.png"
18th Match,Mumbai,RCB,April 09,2022,RCB,7 wickets,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/royal-challengers-bangalore-vs-mumbai-indians-18th-match-1304064/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313418.logo.png"
14th Match,Mumbai,KKR,April 06,2022,KKR,5 wickets,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/kolkata-knight-riders-vs-mumbai-indians-14th-match-1304060/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313419.logo.png"
9th Match,Mumbai,Royals,April 02,2022,Royals,23 runs,https://www.espncricinfo.com/series/indian-premier-league-2022-1298423/mumbai-indians-vs-rajasthan-royals-9th-match-1304055/full-scorecard,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/344000/344062.png","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_80/lsci/db/PICTURES/CMS/313400/313423.logo.png"
